Project_No,Simple Actors,Average Actors,Complex Actors,UAW,Simple UC,Average UC,Complex UC,UUCW,TCF,ECF,Real_P20,Real_Effort_Person_Hours,Language,Methodology,ApplicationType
2710,0.0,0,0,22,0,0,0,439,1.0,1.0,358.3,10644,Java,Incremental,Real-Time Application
2711,0.0,0,0,15,0,0,0,423,1.0,1.0,308.0,10113,XML,Rapid Application Development (RAD),Business Application
2712,0.0,0,0,8,0,0,0,352,1.0,1.0,362.25,8312,C++,Waterfall,Mathematically-Intensive Application
2713,0.0,0,0,15,0,0,0,500,1.0,1.0,297.2,11891,CSP,Rapid Application Development,Business Application
2714,0.0,0,0,8,0,0,0,226,1.0,1.0,288.75,5403,PowerBuilder,Waterfall,Real-Time Application
2715,0.0,0,0,14,0,0,0,344,1.0,1.0,370.3,8266,C#,Rapid Application Development,Real-Time application
2716,0.0,0,0,16,0,0,0,199,1.0,1.0,288.9,4964,Visual Basic,Waterfall,Business Application
2717,0.0,0,0,18,0,0,0,527,1.0,1.0,290.0,12583,PowerBuilder,Rapid Application Development,Business Application
2718,0.0,0,0,11,0,0,0,496,1.0,1.0,382.15,11706,C++,Rapid Application Development,Business Application
2719,0.0,0,0,14,0,0,0,486,1.0,1.0,396.75,11544,ASP,Rapid Application Development (RAD),Mathematically-Intensive Application
2720,0.0,0,0,7,0,0,0,411,1.0,1.0,297.2,9651,ASP,Personal Software Process (PSP),Mathematically-Intensive Application
2721,0.0,0,0,12,0,0,0,285,1.0,1.0,294.25,6857,XML,Incremental,Mathematically-Intensive Application
2722,0.0,0,0,5,0,0,0,481,1.0,1.0,290.0,11221,CSP,Rapid Application Development,Business Application
2723,0.0,0,0,11,0,0,0,331,1.0,1.0,301.15,7896,CSP,Unified Process and its variants,Real-Time Application
2724,0.0,0,0,20,0,0,0,391,1.0,1.0,294.25,9489,C,Multifunctional Teams,Real-Time application
2725,0.0,0,0,20,0,0,0,407,1.0,1.0,302.4,9859,XML,Incremental,Business Application
2726,0.0,0,0,9,0,0,0,341,1.0,1.0,296.35,8081,Java,Rapid Application Development (RAD),Real-Time Application
2727,0.0,0,0,4,0,0,0,304,1.0,1.0,330.0,7111,Java,Unified Process and its variants,Real-Time application
2728,0.0,0,0,13,0,0,0,407,1.0,1.0,297.2,9697,Visual Basic,Unified Process and its variants,Real-Time Application
2729,0.0,0,0,9,0,0,0,530,1.0,1.0,358.3,12445,DELPHI,Incremental,Real-Time application
2730,0.0,0,0,7,0,0,0,454,1.0,1.0,338.05,10644,ASP,Unified Process and its variants,Mathematically-Intensive Application
2731,0.0,0,0,7,0,0,0,390,1.0,1.0,294.25,9166,Visual Basic,Unified Process and its variants,Mathematically-Intensive Application
2732,0.0,0,0,14,0,0,0,395,1.0,1.0,293.25,9443,Visual Basic,Personal Software Process (PSP),Business Application
2733,0.0,0,0,11,0,0,0,378,1.0,1.0,355.95,8981,SQL,Unified Process and its variants,Business Application
2734,0.0,0,0,12,0,0,0,349,1.0,1.0,320.8,8335,CSP,Unified Process and its variants,Real-Time Application
2735,0.0,0,0,22,0,0,0,475,1.0,1.0,305.85,11475,C++,Unified Process and its variants,Business Application
2736,0.0,0,0,17,0,0,0,369,1.0,1.0,396.75,8912,C,Personal Software Process (PSP),Mathematically-Intensive Application
2737,0.0,0,0,9,0,0,0,497,1.0,1.0,330.0,11683,Java,Rapid Application Development,Real-Time application
2738,0.0,0,0,8,0,0,0,532,1.0,1.0,288.9,12468,Oracle,Personal Software Process (PSP),Mathematically-Intensive Application
2739,0.0,0,0,3,0,0,0,241,1.0,1.0,289.55,5634,Java,Personal Software Process (PSP),Mathematically-Intensive Application
2740,0.0,0,0,8,0,0,0,366,1.0,1.0,362.25,8635,DELPHI,Multifunctional Teams,Mathematically-Intensive Application
2741,0.0,0,0,10,0,0,0,570,1.0,1.0,290.0,13391,C++,Unified Process and its variants,Real-Time Application
2742,0.0,0,0,17,0,0,0,442,1.0,1.0,371.35,10598,SQL,Waterfall,Mathematically-Intensive Application
2743,0.0,0,0,9,0,0,0,239,1.0,1.0,301.75,5726,ASP,Rapid Application Development,Real-Time Application
2744,0.0,0,0,5,0,0,0,287,1.0,1.0,370.3,6742,DELPHI,Unified Process and its variants,Infrastructure Software
2745,0.0,0,0,6,0,0,0,366,1.0,1.0,340.7,8589,C#,Multifunctional Teams,Mathematically-Intensive Application
2746,0.0,0,0,8,0,0,0,497,1.0,1.0,367.5,11660,XML,Waterfall,Mathematically-Intensive Application
2747,0.0,0,0,6,0,0,0,528,1.0,1.0,362.6,12329,C#,Incremental,Real-Time Application
2748,0.0,0,0,8,0,0,0,621,1.0,1.0,323.7,14523,ASP,Incremental,Business Application
2749,0.0,0,0,16,0,0,0,377,1.0,1.0,340.45,9074,DELPHI,Personal Software Process (PSP),Real-Time Application
2750,0.0,0,0,19,0,0,0,455,1.0,1.0,390.25,10944,C,Rapid Application Development,Business Application
2751,0.0,0,0,13,0,0,0,271,1.0,1.0,289.1,6557,ASP,Unified Process and its variants,Infrastructure Software
2752,0.0,0,0,16,0,0,0,268,1.0,1.0,289.1,6557,SQL,Personal Software Process (PSP),Mathematically-Intensive Application
2753,0.0,0,0,10,0,0,0,512,1.0,1.0,288.9,12052,PowerBuilder,Multifunctional Teams,Mathematically-Intensive Application
2754,0.0,0,0,16,0,0,0,361,1.0,1.0,382.15,8704,Oracle,Rapid Application Development (RAD),Real-Time application
2755,0.0,0,0,3,0,0,0,251,1.0,1.0,293.65,5864,ASP,Personal Software Process (PSP),Infrastructure Software
2756,0.0,0,0,7,0,0,0,420,1.0,1.0,301.75,9859,CSP,Multifunctional Teams,Mathematically-Intensive Application
2757,0.0,0,0,11,0,0,0,368,1.0,1.0,355.95,8751,XML,Personal Software Process (PSP),Real-Time Application
2758,0.0,0,0,11,0,0,0,295,1.0,1.0,347.1,7065,SQL,Rapid Application Development,Business Application
2759,0.0,0,0,8,0,0,0,337,1.0,1.0,340.45,7966,.Net,Rapid Application Development (RAD),Real-Time Application
2760,0.0,0,0,5,0,0,0,409,1.0,1.0,323.7,9559,DELPHI,Rapid Application Development,Business Application
2761,0.0,0,0,7,0,0,0,509,1.0,1.0,294.25,11914,CSP,Unified Process and its variants,Real-Time application
2762,0.0,0,0,14,0,0,0,368,1.0,1.0,289.1,8820,DELPHI,Rapid Application Development (RAD),Business Application
2763,0.0,0,0,4,0,0,0,363,1.0,1.0,293.25,8473,C#,Personal Software Process (PSP),Business Application
2764,0.0,0,0,12,0,0,0,398,1.0,1.0,302.4,9466,C#,Unified Process and its variants,Mathematically-Intensive Application
2765,0.0,0,0,15,0,0,0,363,1.0,1.0,289.1,8727,SQL,Unified Process and its variants,Business Application
2766,0.0,0,0,12,0,0,0,325,1.0,1.0,396.75,7781,SQL,Rapid Application Development,Mathematically-Intensive Application
2767,0.0,0,0,0,0,0,0,419,1.0,1.0,294.25,9674,C++,Rapid Application Development (RAD),Real-Time Application
2768,0.0,0,0,12,0,0,0,403,1.0,1.0,288.9,9582,XML,Multifunctional Teams,Real-Time application
2769,0.0,0,0,11,0,0,0,452,1.0,1.0,320.8,10690,.Net,Incremental,Infrastructure Software
2770,0.0,0,0,9,0,0,0,196,1.0,1.0,312.0,4733,CSP,Multifunctional Teams,Mathematically-Intensive Application
2771,0.0,0,0,9,0,0,0,209,1.0,1.0,321.65,5033,SQL,Unified Process and its variants,Business Application
2772,0.0,0,0,11,0,0,0,508,1.0,1.0,302.55,11983,.Net,Rapid Application Development,Business Application
2773,0.0,0,0,10,0,0,0,524,1.0,1.0,311.6,12329,SQL,Personal Software Process (PSP),Mathematically-Intensive Application
2774,0.0,0,0,15,0,0,0,310,1.0,1.0,352.2,7504,PowerBuilder,Unified Process and its variants,Real-Time Application
2775,0.0,0,0,12,0,0,0,367,1.0,1.0,293.15,8751,PowerBuilder,Incremental,Real-Time Application
2776,0.0,0,0,10,0,0,0,339,1.0,1.0,308.65,8058,Java,Personal Software Process (PSP),Infrastructure Software
2777,0.0,0,0,5,0,0,0,362,1.0,1.0,396.75,8473,XML,Personal Software Process (PSP),Real-Time Application
2778,0.0,0,0,13,0,0,0,338,1.0,1.0,387.9,8104,PowerBuilder,Rapid Application Development (RAD),Real-Time Application
2779,0.0,0,0,12,0,0,0,190,1.0,1.0,372.45,4664,Oracle,Personal Software Process (PSP),Mathematically-Intensive Application
2780,0.0,0,0,16,0,0,0,230,1.0,1.0,340.45,5680,C,Personal Software Process (PSP),Mathematically-Intensive Application
2781,0.0,0,0,11,0,0,0,446,1.0,1.0,298.55,10551,Visual Basic,Rapid Application Development (RAD),Real-Time application
2782,0.0,0,0,14,0,0,0,325,1.0,1.0,289.1,7827,C,Unified Process and its variants,Infrastructure Software
2783,0.0,0,0,12,0,0,0,616,1.0,1.0,340.1,14500,.Net,Unified Process and its variants,Real-Time Application
2784,0.0,0,0,8,0,0,0,441,1.0,1.0,355.95,10367,Java,Rapid Application Development (RAD),Infrastructure Software
2785,0.0,0,0,13,0,0,0,351,1.0,1.0,336.25,8404,Java,Rapid Application Development (RAD),Infrastructure Software
2786,0.0,0,0,4,0,0,0,472,1.0,1.0,398.1,10990,.Net,Incremental,Real-Time application
2787,0.0,0,0,18,0,0,0,294,1.0,1.0,376.6,7204,Visual Basic,Incremental,Real-Time application
2788,0.0,0,0,10,0,0,0,361,1.0,1.0,371.35,8566,ASP,Waterfall,Real-Time Application
2789,0.0,0,0,15,0,0,0,273,1.0,1.0,289.1,6649,PowerBuilder,Incremental,Real-Time Application
2790,0.0,0,0,4,0,0,0,354,1.0,1.0,330.0,8266,Visual Basic,Personal Software Process (PSP),Real-Time application
2791,0.0,0,0,13,0,0,0,243,1.0,1.0,398.5,5911,Oracle,Waterfall,Business Application
2792,0.0,0,0,10,0,0,0,357,1.0,1.0,302.55,8473,.Net,Personal Software Process (PSP),Business Application
2793,0.0,0,0,7,0,0,0,550,1.0,1.0,296.35,12860,ASP,Rapid Application Development (RAD),Business Application
2794,0.0,0,0,13,0,0,0,476,1.0,1.0,355.95,11290,C++,Multifunctional Teams,Real-Time Application
2795,0.0,0,0,13,0,0,0,345,1.0,1.0,294.25,8266,Oracle,Waterfall,Real-Time Application
2796,0.0,0,0,14,0,0,0,301,1.0,1.0,294.0,7273,CSP,Multifunctional Teams,Business Application
2797,0.0,0,0,11,0,0,0,284,1.0,1.0,302.55,6811,XML,Personal Software Process (PSP),Business Application
2798,0.0,0,0,14,0,0,0,337,1.0,1.0,297.2,8104,DELPHI,Rapid Application Development,Business Application
2799,0.0,0,0,10,0,0,0,389,1.0,1.0,320.8,9212,SQL,Rapid Application Development,Business Application
2800,0.0,0,0,12,0,0,0,292,1.0,1.0,316.85,7019,Java,Multifunctional Teams,Business Application
2801,0.0,0,0,7,0,0,0,393,1.0,1.0,312.0,9235,C#,Unified Process and its variants,Real-Time application
2802,0.0,0,0,5,0,0,0,396,1.0,1.0,294.25,9258,PowerBuilder,Unified Process and its variants,Real-Time application
2803,0.0,0,0,9,0,0,0,503,1.0,1.0,303.1,11821,Java,Personal Software Process (PSP),Business Application
2804,0.0,0,0,14,0,0,0,373,1.0,1.0,351.4,8935,PowerBuilder,Incremental,Real-Time application
2805,0.0,0,0,6,0,0,0,588,1.0,1.0,320.0,13715,DELPHI,Incremental,Mathematically-Intensive Application
2806,0.0,0,0,9,0,0,0,407,1.0,1.0,303.1,9605,DELPHI,Rapid Application Development,Real-Time application
2807,0.0,0,0,15,0,0,0,400,1.0,1.0,294.25,9582,XML,Incremental,Infrastructure Software
2808,0.0,0,0,13,0,0,0,381,1.0,1.0,294.0,9097,PowerBuilder,Rapid Application Development,Infrastructure Software
2809,0.0,0,0,14,0,0,0,462,1.0,1.0,311.6,10990,CSP,Rapid Application Development,Real-Time application
2810,0.0,0,0,0,0,0,0,440,1.0,1.0,311.6,10159,Visual Basic,Rapid Application Development,Real-Time application
2811,0.0,0,0,13,0,0,0,351,1.0,1.0,372.45,8404,XML,Unified Process and its variants,Business Application
2812,0.0,0,0,15,0,0,0,271,1.0,1.0,289.1,6603,.Net,Personal Software Process (PSP),Real-Time Application
2813,0.0,0,0,20,0,0,0,172,1.0,1.0,352.0,4433,C,Incremental,Real-Time Application
2814,0.0,0,0,11,0,0,0,502,1.0,1.0,288.75,11844,Oracle,Personal Software Process (PSP),Real-Time application
2815,0.0,0,0,10,0,0,0,204,1.0,1.0,298.1,4941,DELPHI,Unified Process and its variants,Business Application
2816,0.0,0,0,10,0,0,0,436,1.0,1.0,382.15,10297,DELPHI,Unified Process and its variants,Mathematically-Intensive Application
2817,0.0,0,0,10,0,0,0,422,1.0,1.0,372.45,9974,DELPHI,Incremental,Business Application
2818,0.0,0,0,9,0,0,0,287,1.0,1.0,339.35,6834,CSP,Waterfall,Real-Time Application
2819,0.0,0,0,6,0,0,0,336,1.0,1.0,289.55,7896,SQL,Rapid Application Development,Infrastructure Software
2820,0.0,0,0,16,0,0,0,382,1.0,1.0,347.1,9189,DELPHI,Rapid Application Development (RAD),Mathematically-Intensive Application
2821,0.0,0,0,17,0,0,0,202,1.0,1.0,312.0,5056,Java,Rapid Application Development (RAD),Infrastructure Software
2822,0.0,0,0,1,0,0,0,457,1.0,1.0,301.15,10575,C#,Personal Software Process (PSP),Mathematically-Intensive Application
2823,0.0,0,0,11,0,0,0,239,1.0,1.0,372.45,5772,.Net,Rapid Application Development,Real-Time application
2824,0.0,0,0,4,0,0,0,345,1.0,1.0,340.45,8058,C,Rapid Application Development,Infrastructure Software
2825,0.0,0,0,18,0,0,0,445,1.0,1.0,323.7,10690,ASP,Unified Process and its variants,Real-Time application
2826,0.0,0,0,6,0,0,0,283,1.0,1.0,358.3,6673,C++,Rapid Application Development (RAD),Real-Time Application
2827,0.0,0,0,12,0,0,0,415,1.0,1.0,302.55,9859,XML,Multifunctional Teams,Mathematically-Intensive Application
2828,0.0,0,0,7,0,0,0,222,1.0,1.0,382.15,5287,XML,Waterfall,Real-Time Application
2829,0.0,0,0,11,0,0,0,371,1.0,1.0,320.8,8820,CSP,Unified Process and its variants,Mathematically-Intensive Application
2830,0.0,0,0,20,0,0,0,291,1.0,1.0,376.6,7181,.Net,Multifunctional Teams,Mathematically-Intensive Application
2831,0.0,0,0,1,0,0,0,246,1.0,1.0,297.2,5703,Visual Basic,Unified Process and its variants,Infrastructure Software
2832,0.0,0,0,8,0,0,0,566,1.0,1.0,398.5,13253,Oracle,Multifunctional Teams,Mathematically-Intensive Application
2833,0.0,0,0,6,0,0,0,328,1.0,1.0,297.2,7712,Java,Incremental,Infrastructure Software
2834,0.0,0,0,0,0,0,0,458,1.0,1.0,382.15,10575,Java,Unified Process and its variants,Real-Time application
2835,0.0,0,0,12,0,0,0,442,1.0,1.0,302.55,10482,CSP,Incremental,Infrastructure Software
2836,0.0,0,0,17,0,0,0,369,1.0,1.0,288.9,8912,Java,Personal Software Process (PSP),Real-Time application
2837,0.0,0,0,11,0,0,0,342,1.0,1.0,351.4,8150,.Net,Unified Process and its variants,Real-Time application
2838,0.0,0,0,11,0,0,0,445,1.0,1.0,301.2,10528,Java,Multifunctional Teams,Infrastructure Software
2839,0.0,0,0,7,0,0,0,327,1.0,1.0,338.2,7712,Java,Rapid Application Development,Business Application
2840,0.0,0,0,15,0,0,0,300,1.0,1.0,308.0,7273,CSP,Multifunctional Teams,Business Application
2841,0.0,0,0,14,0,0,0,437,1.0,1.0,320.8,10413,Java,Waterfall,Real-Time Application
2842,0.0,0,0,16,0,0,0,433,1.0,1.0,321.65,10367,Java,Personal Software Process (PSP),Mathematically-Intensive Application
2843,0.0,0,0,11,0,0,0,432,1.0,1.0,301.75,10228,ASP,Incremental,Real-Time Application
2844,0.0,0,0,10,0,0,0,321,1.0,1.0,398.1,7642,Java,Unified Process and its variants,Mathematically-Intensive Application
2845,0.0,0,0,7,0,0,0,396,1.0,1.0,368.25,9305,Visual Basic,Personal Software Process (PSP),Infrastructure Software
2846,0.0,0,0,0,0,0,0,417,1.0,1.0,308.0,9628,C++,Personal Software Process (PSP),Real-Time Application
2847,0.0,0,0,5,0,0,0,219,1.0,1.0,370.3,5172,C#,Rapid Application Development (RAD),Business Application
2848,0.0,0,0,8,0,0,0,387,1.0,1.0,302.4,9120,Visual Basic,Multifunctional Teams,Real-Time application
2849,0.0,0,0,10,0,0,0,431,1.0,1.0,299.25,10182,DELPHI,Multifunctional Teams,Business Application
2850,0.0,0,0,10,0,0,0,502,1.0,1.0,396.75,11821,SQL,Rapid Application Development (RAD),Mathematically-Intensive Application
2851,0.0,0,0,8,0,0,0,422,1.0,1.0,340.1,9928,SQL,Rapid Application Development,Real-Time Application
2852,0.0,0,0,16,0,0,0,382,1.0,1.0,367.5,9189,Visual Basic,Incremental,Real-Time application
2853,0.0,0,0,16,0,0,0,483,1.0,1.0,338.2,11521,C++,Rapid Application Development,Infrastructure Software
2854,0.0,0,0,8,0,0,0,286,1.0,1.0,398.5,6788,Java,Unified Process and its variants,Business Application
2855,0.0,0,0,5,0,0,0,352,1.0,1.0,372.45,8243,DELPHI,Incremental,Real-Time application
2856,0.0,0,0,15,0,0,0,349,1.0,1.0,294.0,8404,XML,Incremental,Real-Time application
2857,0.0,0,0,12,0,0,0,381,1.0,1.0,292.8,9074,ASP,Incremental,Real-Time Application
2858,0.0,0,0,8,0,0,0,400,1.0,1.0,323.7,9420,C#,Rapid Application Development (RAD),Real-Time Application
2859,0.0,0,0,10,0,0,0,372,1.0,1.0,365.15,8820,ASP,Incremental,Real-Time application
2860,0.0,0,0,7,0,0,0,245,1.0,1.0,299.65,5818,ASP,Incremental,Mathematically-Intensive Application
2861,0.0,0,0,3,0,0,0,322,1.0,1.0,320.8,7504,C,Unified Process and its variants,Business Application
2862,0.0,0,0,18,0,0,0,573,1.0,1.0,372.55,13645,XML,Incremental,Infrastructure Software
2863,0.0,0,0,16,0,0,0,411,1.0,1.0,290.0,9859,.Net,Unified Process and its variants,Mathematically-Intensive Application
2864,0.0,0,0,7,0,0,0,421,1.0,1.0,293.25,9882,ASP,Multifunctional Teams,Mathematically-Intensive Application
2865,0.0,0,0,5,0,0,0,543,1.0,1.0,294.0,12652,C++,Waterfall,Mathematically-Intensive Application
2866,0.0,0,0,17,0,0,0,375,1.0,1.0,308.65,9051,ASP,Multifunctional Teams,Infrastructure Software
2867,0.0,0,0,6,0,0,0,407,1.0,1.0,293.65,9536,C++,Multifunctional Teams,Real-Time application
2868,0.0,0,0,10,0,0,0,321,1.0,1.0,358.3,7642,CSP,Waterfall,Real-Time application
2869,0.0,0,0,7,0,0,0,321,1.0,1.0,340.1,7573,.Net,Rapid Application Development,Business Application
2870,0.0,0,0,9,0,0,0,464,1.0,1.0,382.15,10921,Java,Incremental,Business Application
2871,0.0,0,0,5,0,0,0,483,1.0,1.0,396.75,11267,ASP,Multifunctional Teams,Business Application
2872,0.0,0,0,7,0,0,0,413,1.0,1.0,338.05,9697,PowerBuilder,Unified Process and its variants,Real-Time Application
2873,0.0,0,0,13,0,0,0,419,1.0,1.0,297.0,9974,XML,Rapid Application Development (RAD),Real-Time Application
2874,0.0,0,0,10,0,0,0,379,1.0,1.0,312.0,8981,.Net,Incremental,Real-Time application
2875,0.0,0,0,21,0,0,0,380,1.0,1.0,294.25,9258,SQL,Waterfall,Real-Time application
2876,0.0,0,0,2,0,0,0,400,1.0,1.0,301.15,9282,.Net,Waterfall,Infrastructure Software
2877,0.0,0,0,10,0,0,0,403,1.0,1.0,294.0,9536,PowerBuilder,Personal Software Process (PSP),Business Application
2878,0.0,0,0,10,0,0,0,484,1.0,1.0,340.45,11406,C++,Personal Software Process (PSP),Infrastructure Software
2879,0.0,0,0,20,0,0,0,529,1.0,1.0,339.35,12676,ASP,Personal Software Process (PSP),Infrastructure Software
2880,0.0,0,0,11,0,0,0,305,1.0,1.0,294.0,7296,C#,Incremental,Mathematically-Intensive Application
2881,0.0,0,0,17,0,0,0,277,1.0,1.0,302.4,6788,ASP,Multifunctional Teams,Mathematically-Intensive Application
2882,0.0,0,0,14,0,0,0,327,1.0,1.0,355.55,7873,SQL,Incremental,Real-Time Application
2883,0.0,0,0,3,0,0,0,333,1.0,1.0,387.9,7758,Java,Personal Software Process (PSP),Real-Time application
2884,0.0,0,0,0,0,0,0,357,1.0,1.0,288.75,8243,C#,Incremental,Infrastructure Software
2885,0.0,0,0,8,0,0,0,531,1.0,1.0,297.0,12445,CSP,Incremental,Mathematically-Intensive Application
2886,0.0,0,0,11,0,0,0,507,1.0,1.0,340.45,11960,ASP,Rapid Application Development,Business Application
2887,0.0,0,0,13,0,0,0,158,1.0,1.0,398.1,3948,Java,Rapid Application Development (RAD),Mathematically-Intensive Application
2888,0.0,0,0,14,0,0,0,321,1.0,1.0,372.45,7735,Oracle,Multifunctional Teams,Real-Time Application
2889,0.0,0,0,4,0,0,0,436,1.0,1.0,289.55,10159,Oracle,Incremental,Mathematically-Intensive Application
2890,0.0,0,0,7,0,0,0,198,1.0,1.0,340.1,4733,DELPHI,Waterfall,Business Application
2891,0.0,0,0,11,0,0,0,486,1.0,1.0,390.25,11475,C#,Multifunctional Teams,Business Application
2892,0.0,0,0,11,0,0,0,356,1.0,1.0,382.15,8473,XML,Unified Process and its variants,Real-Time application
2893,0.0,0,0,16,0,0,0,569,1.0,1.0,292.8,13507,C#,Multifunctional Teams,Real-Time Application
2894,0.0,0,0,7,0,0,0,269,1.0,1.0,398.5,6372,C++,Incremental,Infrastructure Software
2895,0.0,0,0,5,0,0,0,419,1.0,1.0,294.0,9789,SQL,Incremental,Business Application
2896,0.0,0,0,11,0,0,0,391,1.0,1.0,351.4,9282,Java,Personal Software Process (PSP),Real-Time application
2897,0.0,0,0,14,0,0,0,261,1.0,1.0,362.6,6349,Visual Basic,Unified Process and its variants,Infrastructure Software
2898,0.0,0,0,10,0,0,0,421,1.0,1.0,301.75,9951,PowerBuilder,Multifunctional Teams,Infrastructure Software
2899,0.0,0,0,14,0,0,0,504,1.0,1.0,347.1,11960,ASP,Rapid Application Development (RAD),Mathematically-Intensive Application
2900,0.0,0,0,9,0,0,0,417,1.0,1.0,320.8,9836,CSP,Personal Software Process (PSP),Real-Time application
2901,0.0,0,0,5,0,0,0,253,1.0,1.0,355.55,5957,PowerBuilder,Waterfall,Mathematically-Intensive Application
2902,0.0,0,0,6,0,0,0,533,1.0,1.0,290.0,12445,Visual Basic,Multifunctional Teams,Real-Time Application
2903,0.0,0,0,10,0,0,0,236,1.0,1.0,302.55,5680,DELPHI,Rapid Application Development,Business Application
2904,0.0,0,0,6,0,0,0,507,1.0,1.0,321.65,11844,CSP,Rapid Application Development,Real-Time application
2905,0.0,0,0,12,0,0,0,488,1.0,1.0,289.55,11544,C++,Rapid Application Development (RAD),Business Application
2906,0.0,0,0,10,0,0,0,440,1.0,1.0,362.6,10390,PowerBuilder,Multifunctional Teams,Mathematically-Intensive Application
2907,0.0,0,0,3,0,0,0,516,1.0,1.0,376.6,11983,.Net,Rapid Application Development,Real-Time Application
2908,0.0,0,0,14,0,0,0,405,1.0,1.0,294.0,9674,C#,Personal Software Process (PSP),Real-Time application
2909,0.0,0,0,11,0,0,0,409,1.0,1.0,338.2,9697,Visual Basic,Incremental,Mathematically-Intensive Application
2910,0.0,0,0,10,0,0,0,228,1.0,1.0,288.75,5495,DELPHI,Rapid Application Development,Infrastructure Software
2911,0.0,0,0,24,0,0,0,164,1.0,1.0,288.75,4341,.Net,Waterfall,Business Application
2912,0.0,0,0,3,0,0,0,357,1.0,1.0,297.2,8312,XML,Rapid Application Development (RAD),Mathematically-Intensive Application
