ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort,
2856,106,6,33,19,0,55,113,0,0,10.6,10,12.8,12,1,0,7,2255,1879,
2857,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1,-787,-656,
2858,95,36,0,32,24,0,0,92,0,1.6,1.6,1.9,1.9,1,0,7,-531,-443,
2859,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3,1,0,4,-691,-576,
2860,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,4,0,17,21808,18173,
2861,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
2862,3156,2075,525,97,0,0,28,12,2657,2.9,3.4,3.5,4.1,1,0,6,10713,8928,
2863,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
2864,306,51,105,0,105,45,306,0,0,6.8,6.8,6.8,6.8,2,0,24,4731,3942,
2865,151,22,0,68,47,0,32,105,0,14.5,16,17.5,19.3,1,0,3,2674,2228,
2866,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,1,0,4,-349,-291,
2867,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36,23209,19341,
2868,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,2,0,15,8659,7216,
2869,374,170,4,88,126,10,398,0,0,0.8,0.8,1,0.9,1,0,2,703,586,
2870,73,0,20,36,10,0,56,10,0,4.9,5.4,5.9,6.5,1,0,1,240,200,
2871,1093,486,277,126,147,5,788,253,0,2.3,2.5,2.3,2.5,2,0,7,5792,4826,
2872,355,278,0,73,0,0,0,351,0,2.6,2.6,3.1,3.1,1,0,4,-479,-399,
2873,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8,8112,6760,
2874,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,1,0,8,8358,6965,
2875,77,30,0,20,22,0,7,65,0,27.4,29.3,33,35.3,1,0,4,4679,3899,
2876,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,1,0,6,888,740,
2877,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
2878,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4,1585,1321,
2879,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,1,0,15,31009,25841,
2880,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,1,0,3,-395,-330,
2881,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,1,0,6,2331,1942,
2882,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4,2641,2201,
2883,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,1,0,4,7103,5919,
2884,109,0,84,0,17,5,47,59,0,14,14.4,16.9,17.3,1,0,2,1714,1428,
2885,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,1,0,8,1765,1471,
2886,82,38,9,20,14,0,29,52,0,1,1,1.2,1.2,1,0,2,-1139,-949,
2887,391,208,26,81,25,0,38,302,0,1.7,2,2.1,2.4,1,0,7,526,438,
2888,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,2,0,12,3969,3307,
2889,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
2890,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17,2,0,13,4362,3635,
2891,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11,3125,2604,
2892,99,13,32,3,42,5,95,0,0,5.3,5.5,6.4,6.7,1,0,4,219,183,
2893,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,2,0,12,5512,4594,
2894,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,1,0,6,6884,5736,
2895,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
2896,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,1,0,12,1707,1422,
2897,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12,1,0,23,16817,14015,
2898,139,18,21,30,70,0,139,0,0,17.6,17.6,17.6,17.6,2,0,6,3595,2995,
2899,229,88,5,0,17,131,241,0,0,11,10.5,12.7,12,2,0,5,3628,3023,
2900,306,51,105,0,105,45,306,0,0,6.8,6.8,6.8,6.8,2,0,24,4731,3942,
2901,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
2902,65,0,64,0,0,0,54,10,0,7.7,7.9,9.3,9.5,1,0,2,452,377,
2903,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,1,0,10,1419,1183,
2904,133,39,0,41,24,20,124,0,0,15.9,17,18.3,19.6,2,0,6,4118,3432,
2905,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,2,0,11,3633,3028,
2906,169,32,14,25,28,70,169,0,0,2.8,2.8,3.4,3.4,1,0,6,1299,1082,
2907,1193,196,667,149,115,54,516,485,180,2.5,2.5,3,3.1,1,0,12,8107,6756,
2908,97,0,108,7,0,5,120,0,0,11.9,9.7,11.9,9.7,2,0,7,2257,1881,
2909,308,153,83,0,112,10,236,122,0,8.2,7.1,8.2,7.1,2,0,6,1090,908,
2910,306,51,105,0,105,45,306,0,0,6.8,6.8,6.8,6.8,2,0,24,4731,3942,
2911,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,3,0,19,9522,7935,
2912,173,0,78,10,17,72,177,0,0,50.4,49.2,60.7,59.3,1,0,12,10659,8882,
2913,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1,0,1.5,-1038,-865,
2914,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4,2641,2201,
2915,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,1,0,13,2806,2338,
2916,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,2,0,10,6535,5445,
2917,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11,5364,4470,
2918,328,124,71,61,66,0,322,0,0,2,2.1,2,2.1,1,0,13,2361,1967,
2919,56,14,12,15,7,5,53,0,0,5.3,5.6,5.3,5.6,4,0,3,1711,1425,
2920,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8,4886,4072,
2921,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,2,0,13,9760,8133,
2922,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4,2641,2201,
2923,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,1,0,18,3242,2702,
2924,2529,554,513,66,703,220,2056,0,0,2.1,2.6,2.1,2.6,2,0,13,15760,13133,
2925,391,208,26,81,25,0,38,302,0,1.7,2,2.1,2.4,1,0,7,526,438,
2926,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,1,0,3,3138,2615,
2927,164,52,56,18,7,20,110,43,0,17,18.2,17,18.2,2,0,11,4891,4076,
2928,264,85,17,26,133,0,157,98,6,10,10.1,12,12.2,1,0,6,1141,951,
2929,249,47,26,80,84,0,237,0,0,15.3,16,15.3,16,2,0,9,4875,4063,
2930,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,1,0,6,1857,1547,
2931,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36,23209,19341,
2932,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,2,0,15,8659,7216,
2933,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4,2956,2464,
2934,83,44,10,3,25,0,15,63,4,4.9,5,6,6,1,0,3,-693,-577,
2935,116,0,23,58,14,20,81,34,0,10.7,10.8,12.9,13,1,0,6,2345,1954,
2936,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,1,0,6,1550,1292,
2937,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,1,0,6,5104,4253,
2938,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
2939,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22,1,0,7,5277,4397,
2940,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,1,0,3,-531,-442,
2941,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,1,0,2,-34,-28,
2942,139,25,19,6,29,60,139,0,0,7,7,7,7,2,0,7,2269,1891,
2943,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15,6825,5687,
2944,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
2945,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,1,0,4,4801,4001,
2946,610,137,174,117,147,0,575,0,0,1.6,1.7,1.6,1.7,1,0,3,3414,2845,
2947,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,2,0,3,3111,2592,
2948,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,4,0,5,3268,2723,
2949,1092,356,84,170,669,21,1300,0,0,4,3.4,4.9,4.1,1,0,13,4029,3358,
2950,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2,4063,3386,
2951,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,1,0,12,1707,1422,
2952,222,41,57,0,99,25,222,0,0,10.7,10.6,10.7,10.6,2,0,4,2284,1904,
2953,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11,3125,2604,
2954,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,1,0,7,2677,2231,
2955,115,21,90,4,0,0,94,21,0,16.3,16.3,16.3,16.3,2,0,12,4163,3469,
2956,51,32,0,16,7,0,0,55,0,17.6,16.3,21.2,19.7,1,0,3,1326,1105,
2957,2087,862,444,303,437,0,2046,0,0,10.8,11,10.8,11,4,0,9,16146,13455,
2958,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,1,0,6,1550,1292,
2959,192,9,102,0,10,77,198,0,0,9.3,9,11.2,10.9,1,0,8,3075,2563,
2960,465,209,129,24,83,15,460,0,0,21.9,22.2,21.9,22.2,1,0,9,6295,5246,
2961,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5,8803,7336,
2962,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,2,0,14,10799,8999,
2963,170,75,12,23,39,0,108,41,0,9,10.3,9,10.3,4,0,8,3477,2898,
2964,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,2,0,9,588,490,
2965,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,1,0,6,1560,1300,
2966,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,1,0,8,4272,3560,
2967,895,222,271,222,63,0,778,0,0,0.9,1,0.9,1,1,0,7,7579,6316,
2968,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,1,0,3,-531,-442,
2969,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,2,0,10,12170,10142,
2970,130,60,65,0,0,0,14,111,0,5.9,6.2,5.9,6.2,1,0,6,355,296,
2971,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
2972,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,1,0,10,603,502,
2973,3088,1061,1009,772,241,5,544,2544,0,1.4,1.4,1.4,1.4,1,0,8,13654,11378,
2974,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,1,0,15,3013,2511,
2975,2529,554,513,66,703,220,2056,0,0,2.1,2.6,2.1,2.6,2,0,13,15760,13133,
2976,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,3,0,15,6061,5051,
2977,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11,1,0,9,4104,3420,
2978,143,75,32,3,62,0,172,0,0,1.6,1.3,1.6,1.3,1,0,10,-77,-64,
2979,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8,4284,3570,
2980,288,201,0,36,76,0,99,214,0,8.5,7.9,10.3,9.5,1,0,5,-11,-9,
2981,73,0,20,36,10,0,56,10,0,4.9,5.4,5.9,6.5,1,0,1,240,200,
2982,141,44,33,44,17,0,5,133,0,8.8,9,10.6,10.9,1,0,2,718,598,
2983,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,4,0,18,8755,7296,
2984,85,12,44,0,24,0,12,68,0,12.2,13,14.7,15.7,1,0,4,1364,1137,
2985,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,1,0,5,4660,3883,
2986,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,2,0,16,1708,1423,
2987,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,1,0,7,2306,1922,
2988,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15,9820,8183,
2989,260,9,4,3,193,41,51,138,61,16,16.6,16,16.6,2,0,17,3856,3213,
2990,245,42,179,24,42,15,302,0,0,3.6,3,3.6,3,2,0,7,2233,1861,
2991,170,75,12,23,39,0,108,41,0,9,10.3,9,10.3,4,0,8,3477,2898,
2992,55,12,10,14,15,0,9,42,0,42.7,46,51.4,55.5,1,0,1,7907,6589,
2993,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,1,0,4,543,453,
2994,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,2,0,14,7532,6277,
2995,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,1,0,2.5,42,35,
2996,82,25,46,0,14,15,100,0,0,5.4,4.4,5.4,4.4,1,0,3,-86,-72,
2997,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,1,0,13,1071,893,
2998,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,1,0,6,2122,1769,
2999,285,48,187,15,35,25,310,0,0,4.4,4,4.4,4,2,0,7,2778,2315,
3000,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,1,0,7,2108,1756,
3001,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,1,0,3,1123,936,
3002,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,1,0,6,1550,1292,
3003,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,4,0,8,8696,7247,
3004,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,1,0,11,8279,6899,
3005,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,3,0,19,9522,7935,
3006,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,1,0,4,1125,938,
3007,56,24,0,9,14,0,47,0,0,7.9,9.4,7.9,9.4,2,0,6,1658,1381,
3008,1186,422,306,109,168,230,1235,0,0,3.1,3,3.1,3,3,0,9,11057,9214,
3009,104,32,5,40,28,10,115,0,0,3.3,2.9,4.9,4.5,4,0,2,1364,1137,
3010,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,1,0,6,2453,2044,
3011,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,1,0,2,12978,10815,
3012,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,1,0,11,5364,4470,
3013,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
3014,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5,6078,5065,
3015,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
3016,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,2,0,24,6399,5332,
3017,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,1,0,4,5337,4448,
3018,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,2,0,11,17277,14398,
3019,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14,1,0,8,1468,1223,
3020,116,0,23,58,14,20,81,34,0,10.7,10.8,12.9,13,1,0,6,2345,1954,
3021,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4,1585,1321,
3022,134,42,11,32,35,14,134,0,0,2.1,2.1,2.6,2.6,1,0,8,536,447,
3023,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,4,0,8,8696,7247,
3024,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,1,0,3,1026,855,
3025,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,2,0,16,1708,1423,
3026,162,64,36,9,28,20,157,0,0,10.8,11.2,10.8,11.2,1,0,8,2426,2021,
3027,74,15,7,42,0,10,74,0,0,42.3,42.3,42.3,42.3,1,0,17,9483,7903,
3028,520,181,160,9,55,25,430,0,0,6,7.3,6,7.3,2,0,8,4573,3811,
3029,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,1,0,6,874,728,
3030,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,1,0,5,2900,2417,
3031,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,2,0,10,3213,2678,
3032,449,352,12,12,52,0,0,428,0,35.7,37.5,43,45.2,1,0,8,5848,4874,
3033,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,2,0,11,29814,24845,
3034,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
3035,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,2,0,11,29814,24845,
3036,267,27,133,51,34,89,70,178,86,10,8,10,8,2,0,9,3350,2792,
3037,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,2,0,13,2361,1968,
3038,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,1,0,13,4814,4012,
3039,79,24,0,23,30,0,0,77,0,20.3,20.9,24.5,25.1,1,0,6,2890,2409,
3040,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
3041,64,4,56,0,7,0,11,56,0,3.9,3.8,3.9,3.8,1,0,7,-85,-71,
3042,229,88,5,0,17,131,241,0,0,11,10.5,12.7,12,2,0,5,3628,3023,
3043,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,4,0,12,6491,5409,
3044,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14,1,0,8,1468,1223,
3045,286,94,36,44,38,55,267,0,0,6,6.5,6,6.5,1,0,6,2760,2300,
3046,3156,2075,525,97,0,0,28,12,2657,2.9,3.4,3.5,4.1,1,0,6,10713,8928,
3047,174,105,83,0,0,5,98,35,60,17.7,16,17.7,16,2,0,17,4384,3653,
3048,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,1,0,13,4814,4012,
3049,152,25,33,28,42,35,163,0,0,4.4,4.1,4.4,4.1,1,0,9,1414,1179,
3050,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,2,0,13,3253,2710,
3051,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,1,0,5,4312,3593,
3052,1059,299,234,144,217,60,954,0,0,21.6,24,24.9,27.6,2,0,17,13384,11154,
3053,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,1,0,12,2481,2068,
3054,176,13,54,54,40,7,168,0,0,19,19.9,19,19.9,1,0,26,6903,5752,
3055,184,53,21,43,38,15,170,0,0,16,17.4,18.4,20,2,0,4,4234,3529,
3056,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9,1,0,5,579,482,
3057,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
3058,494,134,62,140,91,67,494,0,0,17.6,17.6,17.6,17.6,1,0,21,8888,7406,
3059,67,32,5,16,7,0,25,35,0,25.4,28.4,30.6,34.2,1,0,7,5277,4398,
3060,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11,8491,7076,
3061,106,65,4,12,14,0,35,53,7,33,36.9,39.8,44.4,1,0,13,7663,6386,
3062,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5,8803,7336,
3063,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
3064,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,1,0,4,1125,938,
3065,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,1,0,15,31009,25841,
3066,465,234,44,104,118,0,431,15,54,8.7,8.1,10.5,9.8,1,0,13,3736,3114,
3067,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,2,0,21,13852,11543,
3068,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,1,0,10,3089,2574,
3069,218,28,118,44,0,10,91,109,0,31,33.8,37.4,40.8,1,0,8,7867,6556,
3070,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,1,0,8,4272,3560,
3071,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,1,0,13,5274,4395,
3072,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,2,0,7,2708,2256,
3073,1193,196,667,149,115,54,516,485,180,2.5,2.5,3,3.1,1,0,12,8107,6756,
3074,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,1,0,6,1569,1307,
3075,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1,-787,-656,
3076,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7,1,0,3,-80,-66,
3077,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6,3487,2906,
3078,3460,484,1831,318,208,142,2756,227,0,9.5,11,9.5,11,4,0,24,35167,29306,
3079,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,1,0,5,3106,2588,
3080,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,1,0,2.5,88,73,
3081,89,15,28,17,7,30,24,73,0,5,4.6,5,4.6,2,0,4,690,575,
3082,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,1,0,10,4677,3898,
3083,143,63,0,27,45,0,14,121,0,8,8.4,9.6,10.2,1,0,4,423,352,
3084,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,1,0,5,1331,1109,
3085,132,56,0,27,38,7,128,0,0,9,9.3,10.8,11.2,1,0,8,1727,1439,
3086,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,1,0,3,145,121,
3087,160,0,21,72,25,40,74,68,16,3,3,3.6,3.6,1,0,2,789,658,
3088,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,1,0,24,22918,19098,
3089,387,88,221,37,34,0,18,362,0,6,6.1,7.3,7.4,1,0,7,1339,1116,
3090,85,12,44,0,24,0,12,68,0,12.2,13,14.7,15.7,1,0,4,1364,1137,
3091,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
3092,118,43,71,7,0,0,38,83,0,4.9,4.8,5.9,5.8,1,0,2,-239,-199,
3093,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
3094,169,32,14,25,28,70,169,0,0,2.8,2.8,3.4,3.4,1,0,6,1299,1082,
3095,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11,1,0,4,1031,859,
3096,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,1,0,30,8109,6757,
3097,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,2,0,4,2065,1721,
3098,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15,9820,8183,
3099,1825,594,569,192,259,60,1674,0,0,0.7,0.7,0.7,0.7,1,0,15,13356,11130,
3100,100,24,76,3,7,0,40,70,0,14.3,13,14.3,13,1,0,15,2712,2260,
3101,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19,33445,27871,
3102,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,2,0,8,2980,2483,
3103,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3,0,3,1461,1218,
3104,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,3,0,5,2217,1848,
3105,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,1,0,6,3143,2619,
3106,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,1,0,5,5670,4725,
3107,56,14,12,15,7,5,53,0,0,5.3,5.6,5.3,5.6,4,0,3,1711,1425,
3108,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,1,0,18,3242,2702,
3109,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8,3093,2578,
3110,252,151,28,8,39,0,69,153,4,12.8,14.3,15.5,17.3,1,0,4,1880,1567,
3111,277,48,110,47,49,0,84,170,0,4.6,5,4.6,5,2,0,19,3214,2679,
3112,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3,94,78,
3113,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36,23209,19341,
3114,77,28,0,42,0,0,0,70,0,5.7,6.2,6.8,7.5,1,0,1,136,113,
3115,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,2,0,15,670,558,
3116,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,3,0,6,5921,4934,
3117,173,0,78,10,17,72,177,0,0,50.4,49.2,60.7,59.3,1,0,12,10659,8882,
3118,236,27,192,12,37,0,268,0,0,29,25.5,29,25.5,2,0,15,6997,5831,
3119,17518,9404,1221,0,2955,0,13580,0,0,3.1,4,3.1,4,1,0,14,70692,58910,
3120,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,1,0,13,11599,9666,
3121,153,35,7,57,24,20,143,0,0,18.7,20,21.5,23,2,0,3,4729,3941,
3122,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,13422,11185,
3123,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,4,0,1,12072,10060,
3124,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,1,0,2,-34,-28,
3125,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,1,0,3,-1233,-1028,
3126,83,44,10,3,25,0,15,63,4,4.9,5,6,6,1,0,3,-693,-577,
3127,156,21,38,39,7,41,146,0,0,13.1,14,15.8,16.8,1,0,4,3357,2797,
3128,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,2,0,3,3781,3150,
3129,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,1,0,11,5882,4902,
3130,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,2,0,12,13422,11185,
3131,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4,1585,1321,
3132,1390,379,377,133,182,170,1241,0,0,4,4.5,4,4.5,3,0,13,13143,10952,
3133,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,4,0,7,3168,2640,
3134,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5,2935,2446,
3135,81,18,4,25,21,10,25,30,23,1.1,1.1,1.3,1.4,1,0,1,-947,-789,
3136,98,45,5,19,28,0,94,3,0,4.1,4.2,5,5,1,0,1,-477,-397,
