ID,AFP,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Effort
3487,0,0,36,110,103,0
3488,0,89,115,0,233,1388
3489,788,0,0,105,190,3711
3490,0,170,91,10,242,11182
3491,0,109,11,317,134,8228
3492,1666,306,148,271,145,0
3493,48,17,95,76,164,14705
3494,1306,159,203,0,206,0
3495,0,11,84,0,0,4120
3496,520,0,115,212,0,8362
3497,0,156,68,4,37,0
3498,0,17,301,113,102,1118
3499,1884,61,0,270,321,0
3500,0,104,0,63,66,5486
3501,1037,120,30,149,57,9024
3502,430,158,75,171,265,9010
3503,0,91,77,212,35,3218
3504,1113,162,88,221,250,0
3505,565,202,133,157,182,0
3506,0,132,110,90,57,0
3507,192,0,0,0,488,6137
3508,417,183,6,83,136,2062
3509,1050,213,0,52,36,8177
3510,494,140,18,0,129,13591
3511,2176,17,34,81,38,0
3512,2204,95,26,0,293,4843
3513,0,3,421,190,0,0
3514,411,93,378,0,303,11283
3515,0,0,0,273,340,9055
3516,1431,38,182,64,331,20695
3517,80,259,252,215,191,7828
3518,2465,0,82,176,34,0
3519,0,286,89,146,0,12322
3520,1145,0,121,265,59,0
3521,155,21,282,69,252,3561
3522,796,120,180,0,0,0
3523,101,70,164,173,71,7850
3524,621,12,55,352,0,0
3525,697,0,59,124,0,9521
3526,697,176,50,0,0,0
3527,0,17,217,0,98,0
3528,0,171,161,251,115,0
3529,28,97,172,0,115,0
3530,0,98,141,0,32,7636
3531,0,12,261,0,146,2502
3532,1244,124,42,136,17,3500
3533,477,17,211,212,0,0
3534,202,97,81,0,72,87
3535,343,44,71,0,194,13347
3536,0,187,0,0,352,0
3537,0,0,221,39,128,2897
3538,0,110,83,295,272,0
3539,1778,11,133,0,0,19237
3540,29,233,238,0,205,9752
3541,0,190,52,51,0,8053
3542,381,344,298,302,0,9998
3543,1516,214,137,279,200,10759
3544,105,75,0,180,79,12663
3545,0,295,160,266,7,10415
3546,665,0,52,0,193,12627
3547,138,139,109,243,114,3343
3548,2146,233,134,214,102,8923
3549,0,206,237,0,155,11211
3550,1996,79,163,350,0,1163
3551,1248,0,72,74,0,5982
3552,1204,37,0,96,70,3197
3553,2110,67,0,0,127,0
3554,0,99,47,164,0,163
3555,247,61,247,191,0,18091
3556,483,76,79,50,68,234
3557,1326,141,245,186,122,3536
3558,940,228,88,36,0,0
3559,0,0,132,239,251,11694
3560,1266,109,236,46,279,0
3561,0,169,2,0,58,427
3562,1504,0,157,0,0,9962
3563,149,221,0,101,209,0
3564,0,0,137,213,278,4498
3565,269,154,155,109,62,0
3566,0,221,0,289,0,10733
3567,406,0,0,73,0,0
3568,0,314,123,94,377,0
3569,67,129,109,394,128,9241
3570,637,242,3,0,11,11749
3571,2579,33,0,0,146,496
3572,76,165,167,124,136,0
3573,1541,114,65,39,0,9420
3574,70,249,315,204,155,8682
3575,2396,0,18,130,133,11069
3576,1025,313,0,192,94,8831
3577,356,277,9,113,0,1429
3578,0,44,234,136,0,0
3579,0,38,249,0,194,9980
3580,0,0,49,235,234,11663
3581,1003,277,47,114,0,1250
3582,721,229,9,260,191,3282
3583,0,92,0,97,91,13118
3584,2923,32,0,108,359,7634
3585,425,127,32,94,128,1384
3586,1586,102,88,198,0,1837
3587,2216,318,161,109,0,8946
3588,1663,67,178,328,0,0
3589,0,37,67,0,34,3116
3590,914,319,22,134,131,8661
3591,2089,16,80,0,284,1315
3592,2951,35,206,83,313,0
3593,0,202,23,240,33,0
3594,0,205,0,104,143,2142
3595,283,161,289,241,0,11370
3596,1193,0,90,248,217,0
3597,0,40,131,213,154,0
3598,0,0,188,0,326,6
3599,998,0,247,216,123,0
3600,1070,0,0,179,32,10120
3601,0,155,161,209,118,0
3602,2650,153,0,58,31,5401
3603,718,148,0,0,173,4912
3604,923,196,290,99,0,11093
3605,0,150,0,121,124,4105
3606,1461,31,9,107,156,4300
3607,619,116,127,155,0,6514
3608,0,89,36,87,0,8739
3609,0,127,144,242,282,0
3610,0,426,327,384,283,2027
3611,0,24,0,144,0,459
3612,0,0,0,0,39,1094
3613,360,106,138,0,138,0
3614,0,219,314,0,0,0
3615,904,228,57,40,0,5569
3616,1425,25,25,308,192,9428
3617,606,137,127,15,26,8731
3618,436,77,68,231,90,9006
3619,937,247,0,472,134,4084
3620,228,189,24,272,288,10295
3621,1172,101,86,94,97,0
3622,924,113,323,142,111,0
3623,1080,125,0,0,113,13744
3624,218,182,0,83,265,0
3625,772,0,61,12,75,5814
3626,0,43,31,204,0,6851
3627,0,140,87,64,194,0
3628,275,0,29,67,100,6633
3629,2488,142,233,44,127,0
3630,0,199,158,17,58,3301
3631,390,0,0,2,269,0
3632,0,144,84,423,89,0
3633,0,216,0,0,127,6395
3634,1266,204,334,0,414,1811
3635,0,40,224,155,37,0
3636,576,65,195,476,166,0
3637,1045,153,95,406,143,1687
3638,1752,0,15,0,350,7042
3639,1050,156,0,214,134,10354
3640,541,50,180,32,65,6053
3641,0,144,0,0,370,13419
3642,847,99,346,60,0,4565
3643,1350,142,280,290,0,5357
3644,126,24,0,70,157,0
3645,350,164,164,29,80,6630
3646,928,130,0,203,68,7289
3647,1629,62,64,76,47,0
3648,0,103,0,0,0,7374
3649,2778,148,0,0,239,11470
3650,1817,105,253,176,45,8836
3651,2627,0,103,308,24,7908
3652,1358,0,306,139,181,0
3653,822,253,260,80,155,8347
3654,0,29,122,438,248,12708
3655,1975,7,35,13,411,21280
3656,1692,135,285,299,258,7000
3657,1191,201,284,196,18,9032
3658,1719,81,0,258,219,523
3659,481,108,258,152,0,14289
3660,583,192,0,0,252,0
3661,1436,0,189,110,205,1092
3662,0,273,243,104,68,0
3663,728,172,298,128,415,17330
3664,1168,333,288,124,0,18465
3665,2052,0,196,113,0,9577
3666,1801,258,247,75,35,0
3667,1277,115,361,329,131,10138
3668,0,0,285,84,0,6438
3669,870,0,392,159,135,7851
3670,474,0,0,185,162,3506
3671,1017,177,0,0,0,3129
3672,769,248,0,0,0,0
3673,1012,0,0,231,123,14307
3674,47,157,0,46,279,0
3675,1658,0,147,270,82,6093
3676,1373,74,261,272,45,4527
3677,0,154,267,263,18,4981
3678,921,338,107,111,204,5946
3679,219,181,275,98,331,2547
3680,91,103,217,93,217,1793
3681,2518,0,39,0,107,1476
3682,0,167,76,0,292,0
3683,3191,171,0,226,11,810
3684,0,50,83,0,504,0
3685,1186,292,207,0,247,6165
3686,970,119,0,0,103,12477
3687,0,156,45,207,116,7934
3688,741,40,190,189,65,2723
3689,1864,0,148,292,91,5786
3690,831,202,257,0,65,7023
3691,931,49,230,47,78,9806
3692,2127,290,103,185,162,5599
3693,1049,111,0,200,381,15508
3694,1724,206,0,140,416,2900
3695,410,0,152,114,120,0
3696,1349,379,0,0,206,0
3697,0,0,41,281,0,2595
3698,839,25,75,119,51,12172
3699,928,34,231,226,0,0
3700,1003,30,0,127,50,4631
3701,2558,0,72,146,44,6935
3702,1183,37,55,160,72,6016
3703,2005,67,103,115,0,0
3704,1590,111,41,6,110,11848
3705,47,101,0,231,4,0
3706,142,147,12,0,65,7413
3707,1367,275,159,0,61,2746
3708,1429,206,151,79,277,0
3709,258,309,34,181,0,10193
3710,989,49,0,38,189,0
3711,1385,146,99,143,87,3365
3712,1731,267,12,6,222,0
3713,503,138,0,353,125,3093
3714,312,0,204,100,109,2191
3715,0,71,388,174,24,0
3716,980,122,292,303,187,0
3717,111,0,250,64,244,0
3718,187,12,0,74,0,3573
3719,0,14,8,29,21,7389
3720,544,47,102,273,0,6317
3721,0,0,211,0,401,11501
3722,0,185,0,45,235,3821
3723,1702,436,40,211,218,0
3724,1120,229,188,52,111,0
3725,831,0,53,0,343,10386
3726,2084,113,250,0,221,0
3727,941,0,0,0,274,10796
3728,929,262,2,0,76,0
3729,1114,67,0,21,334,385
3730,362,17,24,0,296,20559
3731,1375,0,103,446,56,0
3732,1679,263,182,207,376,1664
3733,914,0,40,243,66,0
3734,0,0,0,244,95,3647
3735,0,225,182,0,199,7610
3736,633,0,244,117,408,3486
3737,0,107,73,321,20,7578
3738,330,193,0,237,126,0
3739,515,98,74,113,236,0
3740,0,123,165,200,279,1212
3741,0,302,127,340,84,8555
3742,0,44,0,64,520,30
3743,0,233,37,217,164,273
3744,1305,112,181,50,105,3525
3745,389,74,29,365,159,0
3746,287,0,252,316,0,7805
3747,0,0,185,357,175,2540
3748,628,51,394,164,250,4666
3749,401,47,57,117,391,0
3750,0,210,23,264,84,1990
3751,357,86,202,186,0,5006
3752,0,41,232,224,0,2917
3753,0,214,301,144,224,0
3754,907,0,349,79,0,10995
3755,1145,59,0,40,133,8173
3756,141,250,39,60,295,3742
3757,1647,113,0,102,73,7611
3758,2060,2,283,464,383,6703
3759,0,197,26,230,249,7334
3760,2149,264,0,68,359,123
3761,493,92,270,147,343,10676
3762,2210,148,270,146,123,2255
3763,767,0,72,56,51,0
3764,0,0,0,7,154,8792
3765,1626,113,176,0,126,15957
3766,1265,124,0,347,0,6468
3767,0,241,162,44,25,3127
3768,0,98,72,0,131,2216
3769,641,0,107,77,0,16328
3770,0,106,0,0,353,5119
3771,0,128,94,28,0,2386
3772,1352,0,139,39,319,3899
3773,1822,220,0,0,117,13914
3774,191,0,234,332,0,9971
3775,0,102,167,301,146,0
3776,0,0,130,66,31,19886
3777,722,181,0,71,211,3903
3778,479,96,189,26,0,10256
3779,0,0,0,214,277,19084
3780,0,270,137,0,347,5374
3781,0,36,164,41,124,4168
3782,2066,57,154,100,105,0
3783,2927,360,0,108,278,0
3784,1751,128,106,0,196,0
3785,0,25,144,0,364,7310
3786,655,0,132,58,44,14215
3787,1298,69,263,0,291,15209
3788,0,0,192,246,0,681
3789,0,0,65,86,174,3018
3790,1576,174,86,0,328,0
3791,833,0,251,330,180,12468
3792,963,248,340,159,192,8190
3793,0,6,90,238,69,0
3794,0,284,71,191,362,0
3795,428,291,0,76,0,0
3796,253,0,137,263,66,11098
3797,0,0,0,96,304,0
3798,900,109,9,207,139,11497
3799,0,182,160,1,53,3829
3800,768,0,478,187,224,4164
3801,0,0,190,169,101,7540
3802,442,280,321,113,105,809
3803,1082,0,214,202,0,0
3804,0,0,7,0,0,0
3805,1890,184,59,0,410,3427
3806,698,58,169,127,278,13485
3807,0,204,385,3,199,0
3808,0,163,183,0,26,10583
3809,509,40,75,167,365,0
3810,52,0,306,187,150,15677
3811,0,174,0,39,225,8057
3812,0,216,215,0,156,6558
3813,0,39,191,159,288,11951
3814,0,237,240,352,170,9492
3815,906,0,7,235,255,5876
3816,596,216,48,184,0,0
3817,0,190,371,0,56,2552
3818,110,91,187,175,70,0
3819,999,132,113,253,377,7175
3820,2033,89,247,124,316,9164
3821,493,223,95,369,112,6733
3822,716,208,67,298,147,11272
3823,1333,40,89,169,78,15374
3824,0,49,51,60,382,7945
3825,0,169,169,65,0,3886
3826,727,51,0,251,420,2486
3827,0,267,67,128,46,11014
3828,852,81,265,0,449,1589
3829,3014,0,130,112,50,11458
3830,350,88,0,416,405,6589
3831,0,239,35,8,125,6681
3832,789,46,337,125,0,3028
3833,0,57,290,0,220,9764
3834,2260,216,244,288,224,11800
3835,41,11,111,27,0,0
3836,101,0,364,231,126,0
3837,237,170,5,332,184,5460
3838,818,0,128,45,271,0
3839,1160,70,122,56,0,16480
3840,0,219,3,55,185,0
3841,375,6,181,0,35,0
3842,2691,199,18,176,104,13735
3843,7,90,96,149,225,5927
3844,0,211,199,248,296,0
3845,0,180,152,86,213,1581
3846,1170,350,142,192,132,7211
3847,0,0,0,151,146,0
3848,0,223,35,163,15,0
3849,430,15,246,95,273,6204
3850,758,45,200,147,127,385
3851,425,0,90,241,0,9830
3852,0,72,46,141,4,2802
3853,0,208,74,95,10,0
3854,0,270,8,0,189,6130
3855,0,102,0,0,46,5999
3856,25,174,0,182,0,13078
3857,168,2,0,131,131,0
3858,516,193,204,108,0,12206
3859,279,5,128,37,19,4200
3860,281,141,70,117,458,2562
3861,0,124,182,430,104,0
3862,2612,0,0,306,121,15832
3863,0,0,241,229,231,7696
3864,350,197,124,36,0,3063
3865,123,0,62,11,115,16516
3866,1003,181,302,286,294,8045
3867,1081,164,0,0,0,10907
3868,0,91,205,16,187,3578
3869,622,188,19,79,0,9836
3870,744,260,99,1,0,0
3871,1168,0,194,0,165,278
3872,1469,104,225,245,112,13204
3873,832,225,75,0,192,14658
3874,1683,150,162,0,235,295
3875,0,289,396,320,169,3753
3876,1126,133,239,0,113,0
3877,207,88,242,169,231,5499
3878,1708,85,223,98,156,2765
3879,0,12,0,247,49,3754
3880,1014,136,74,106,226,0
3881,0,84,0,117,4,2198
3882,148,189,226,89,0,442
3883,1362,33,0,206,136,6699
3884,0,39,0,64,370,8661
3885,277,11,82,0,256,4095
3886,437,0,137,158,191,0
3887,0,11,0,0,217,4601
3888,968,0,0,91,213,8817
3889,120,0,87,248,40,11086
3890,1383,151,78,227,143,295
3891,2036,212,0,0,334,10468
3892,0,208,252,196,95,0
3893,253,44,0,263,219,5975
3894,450,0,15,35,0,1823
3895,1959,122,150,0,355,0
3896,121,94,175,185,18,7540
3897,0,197,20,95,316,0
3898,0,52,25,116,151,0
3899,194,278,224,84,147,5565
3900,2276,327,14,0,341,8964
3901,1204,146,37,156,0,7097
3902,1077,32,135,76,366,8730
3903,0,108,117,157,228,11280
3904,1371,253,140,79,171,11225
3905,0,249,149,175,303,5734
3906,0,44,58,306,2,8404
3907,2161,187,168,0,320,0
3908,2060,88,18,14,112,0
3909,834,0,375,275,25,2240
3910,2063,169,23,129,136,10697
3911,0,150,0,22,245,0
3912,0,116,151,155,86,8310
3913,302,216,288,239,376,0
3914,1077,77,362,128,0,9024
3915,0,66,250,226,74,0
3916,1344,226,0,277,205,12904
3917,477,64,0,113,70,0
3918,0,458,207,158,400,0
3919,1330,79,117,104,0,2089
3920,398,318,116,78,446,0
3921,1470,205,8,21,102,5703
3922,1341,194,307,133,306,11504
3923,0,0,0,169,144,1920
3924,0,465,91,37,253,3156
3925,0,105,114,92,76,216
3926,604,182,79,146,134,2043
3927,0,236,116,0,138,5743
3928,965,184,78,35,133,16252
3929,1240,27,232,94,0,2630
3930,492,315,11,49,49,0
3931,0,16,314,119,214,0
3932,176,205,126,116,0,6608
3933,1443,16,0,31,107,8379
3934,0,0,37,17,457,2175
3935,0,189,26,99,47,16019
3936,0,9,26,441,39,0
3937,472,145,0,224,108,3787
3938,1467,24,188,129,289,4488
3939,1431,0,55,125,0,10537
3940,1655,89,128,144,17,6056
3941,523,56,0,76,117,2375
3942,1754,0,185,77,214,8162
3943,1200,61,0,218,0,12456
3944,0,163,77,215,0,2657
3945,1271,322,88,57,92,0
3946,83,0,74,79,195,3611
3947,1783,0,70,209,0,0
3948,418,33,147,275,28,1027
3949,0,54,169,214,202,0
3950,202,164,343,302,0,0
3951,311,241,227,156,215,7364
3952,662,1,177,104,196,9277
3953,654,19,99,101,0,2581
3954,0,54,138,144,278,10596
3955,460,107,307,154,48,0
3956,464,205,178,3,89,354
3957,446,415,257,390,161,17779
3958,0,163,248,110,250,8563
3959,356,227,0,37,43,1935
3960,979,148,121,17,39,0
3961,482,182,280,0,0,9188
3962,1516,151,352,59,273,0
3963,781,212,69,158,539,3884
3964,1141,105,116,132,0,0
3965,1538,113,250,180,0,7397
3966,423,0,154,280,272,0
3967,0,109,123,0,232,5413
3968,400,53,159,328,98,0
3969,0,95,212,223,54,0
3970,330,37,216,0,204,9740
3971,0,97,50,238,103,0
3972,106,181,129,0,478,0
3973,258,131,0,164,213,0
3974,2116,101,0,62,205,3858
3975,1499,114,176,232,0,15120
3976,44,245,199,70,43,863
3977,0,0,217,236,174,0
3978,1417,147,202,0,283,8915
3979,1631,0,267,138,72,0
3980,0,54,0,11,159,5355
3981,748,187,48,329,148,0
3982,1557,193,0,301,0,0
3983,1678,191,140,191,15,0
3984,1169,21,141,123,372,3526
3985,877,254,231,0,93,4612
3986,406,0,96,87,125,8024
3987,802,175,126,0,227,7947
3988,0,127,203,168,174,0
3989,0,31,26,202,396,0
3990,433,159,0,190,102,0
3991,0,164,148,54,229,1035
3992,658,0,0,228,133,1144
3993,200,26,68,208,42,15238
3994,0,242,0,158,0,11709
3995,0,86,3,0,214,0
3996,648,97,0,50,134,3752
3997,19,30,141,138,173,7423
3998,0,132,102,0,237,370
3999,2434,135,234,0,174,0
4000,1409,270,79,268,0,5487
4001,1015,24,0,149,215,18075
4002,0,0,227,107,317,26562
4003,0,90,144,125,201,5568
4004,555,64,359,179,264,5034
4005,613,330,240,142,62,1158
4006,0,208,254,286,0,1543
4007,0,0,156,94,52,5309
4008,841,133,0,243,27,15298
4009,0,19,112,37,150,6780
4010,120,69,92,0,0,10241
4011,33,0,94,46,0,12561
4012,41,63,51,0,69,9073
4013,2244,0,168,119,123,4409
4014,0,58,152,106,332,5591
4015,765,0,0,193,235,11248
4016,1191,166,193,127,253,6195
4017,0,0,37,178,214,17756
4018,1789,118,192,247,160,1290
4019,194,100,0,227,0,4369
4020,0,178,236,221,185,8343
4021,0,35,0,253,0,1200
4022,672,108,46,191,437,2038
4023,0,117,320,161,0,0
4024,1614,205,100,120,80,11473
4025,179,209,216,0,299,14698
4026,1808,272,69,247,0,14335
4027,316,35,100,0,350,0
4028,790,112,21,203,173,8613
4029,2340,203,0,295,124,3568
4030,0,0,176,0,158,0
4031,374,142,344,235,507,3299
4032,1754,168,282,287,218,6607
4033,0,0,127,242,230,0
4034,131,0,210,271,103,0
4035,508,109,204,69,6,6155
4036,1169,161,0,215,526,0
4037,0,0,168,262,73,10309
4038,930,0,321,48,297,0
4039,1581,10,142,283,278,8445
4040,0,343,30,81,188,1694
4041,0,196,179,150,359,4364
4042,157,4,134,85,279,18078
4043,1179,92,160,158,182,5336
4044,1302,347,122,208,156,8027
4045,0,35,135,253,76,13364
4046,2111,171,0,0,114,6717
4047,1752,248,131,128,0,0
4048,273,311,11,200,57,0
4049,1217,0,91,145,47,5894
4050,1095,98,89,247,0,4711
4051,540,19,71,147,47,0
4052,1157,194,134,3,208,11858
4053,267,41,75,211,183,2795
4054,0,0,264,23,503,7677
4055,1584,0,92,113,76,731
4056,1283,161,148,297,0,22082
4057,877,185,231,113,153,0
4058,24,45,272,240,15,9183
4059,1969,0,154,44,0,7507
4060,0,218,107,244,0,0
4061,337,121,83,96,322,0
4062,443,24,145,22,284,0
4063,1980,0,19,0,316,13560
4064,0,240,6,140,115,0
4065,1187,27,10,101,0,463
4066,0,85,151,102,37,4061
4067,0,41,57,92,214,0
4068,0,14,14,151,22,0
4069,567,185,0,158,0,0
4070,1974,67,123,244,132,0
4071,527,0,0,0,162,6780
4072,83,0,0,90,3,11852
4073,879,158,29,190,0,11518
4074,215,0,273,129,191,6048
4075,0,27,117,0,35,0
4076,866,105,326,155,54,0
4077,876,40,116,42,204,6042
4078,895,208,272,261,319,0
4079,0,1,121,300,16,2117
4080,467,57,22,168,17,5763
4081,533,59,29,97,388,3409
4082,22,7,125,149,0,0
4083,1943,122,13,32,0,7491
4084,1121,46,149,161,67,4923
4085,0,233,165,80,205,11217
4086,0,21,115,83,173,0
4087,0,0,0,44,14,9892
4088,772,201,249,0,50,13679
4089,1870,64,135,272,0,0
4090,1810,0,42,169,30,5391
4091,1811,0,203,215,79,2483
4092,61,258,42,0,184,1027
4093,262,432,18,0,235,9421
4094,1078,100,52,0,258,0
4095,0,174,95,61,115,8281
4096,0,25,181,159,0,6015
4097,43,106,0,47,71,422
4098,831,0,147,556,164,0
4099,205,226,123,34,242,9563
4100,2057,32,47,99,218,0
4101,61,83,407,123,201,3653
4102,0,127,107,0,153,0
4103,1057,0,214,58,215,0
4104,74,252,87,0,225,0
4105,0,97,117,45,185,0
4106,276,56,8,119,212,3392
4107,2491,53,251,0,47,4575
4108,1214,290,0,0,0,2483
4109,1129,138,43,89,95,3733
4110,0,64,18,233,189,2241
4111,524,81,67,0,177,8851
4112,2313,53,32,166,61,2185
4113,0,15,186,215,343,8933
4114,2070,160,84,136,282,1620
4115,1916,124,109,91,0,3451
4116,0,11,196,0,62,13243
4117,1280,231,243,77,75,378
4118,59,0,73,31,194,10594
4119,0,151,75,193,161,20387
4120,369,141,90,133,0,9195
4121,0,29,84,222,91,5019
4122,2764,103,247,364,150,0
4123,0,111,317,10,0,13261
4124,0,30,174,97,35,8858
4125,0,273,0,26,0,14302
4126,104,85,34,138,273,1310
4127,0,168,185,349,203,4111
4128,118,1,261,216,0,6386
4129,0,242,39,135,246,0
4130,1564,394,0,99,98,0
4131,2016,432,191,0,0,0
4132,0,165,195,57,385,9094
4133,414,73,151,228,0,1410
4134,0,0,0,0,155,5761
4135,0,305,265,0,85,14031
4136,2519,0,144,16,170,11816
4137,1133,127,0,357,227,5323
4138,1024,373,86,298,26,0
4139,846,102,49,0,164,3156
4140,0,70,152,0,299,0
4141,2878,62,395,0,230,1623
4142,0,0,192,340,347,4545
4143,739,121,18,0,184,2772
4144,1122,100,239,79,0,12570
4145,1313,271,139,318,0,9571
4146,532,189,117,20,249,13345
4147,133,0,217,396,235,10689
4148,589,0,124,0,180,3793
4149,0,35,59,395,94,1162
4150,0,25,0,170,628,4893
4151,1187,154,265,174,0,18286
4152,0,135,161,0,5,25004
4153,715,294,178,0,197,10480
4154,643,103,131,208,314,0
4155,0,64,0,20,172,11798
4156,251,0,35,265,0,4804
4157,0,102,143,0,13,992
4158,0,205,0,0,236,9356
4159,378,194,77,227,0,0
4160,0,310,0,61,0,0
4161,658,195,398,208,271,10101
4162,1211,216,0,159,150,0
4163,1053,165,3,229,176,5753
4164,559,157,319,85,101,0
4165,2667,176,200,59,49,1336
4166,1841,68,168,13,108,7782
4167,0,101,171,92,256,6905
4168,148,221,65,77,0,8622
4169,2177,195,114,250,61,6757
4170,1809,0,357,134,88,9809
4171,1312,0,117,231,332,0
4172,0,106,8,25,1,7201
4173,0,151,40,146,214,0
4174,580,55,193,18,138,0
4175,0,259,155,0,295,7493
4176,2446,63,102,421,205,23367
4177,1814,279,18,259,20,4219
4178,146,132,239,57,426,971
4179,1801,189,362,27,11,13988
4180,0,64,194,169,0,698
4181,1910,72,15,173,323,8799
4182,2169,0,180,44,341,0
4183,0,123,103,365,249,114
4184,0,6,158,158,14,9005
4185,261,165,457,50,56,9220
4186,827,302,160,415,469,4258
4187,1648,162,161,144,177,0
4188,163,228,128,128,0,8838
4189,1089,330,75,0,101,5000
4190,1031,0,94,0,257,0
4191,1175,54,124,150,121,6195
4192,192,239,295,103,267,4525
4193,1549,86,0,67,73,8554
4194,84,115,195,221,360,8049
4195,364,142,0,279,210,3438
4196,0,188,128,8,168,0
4197,130,0,163,110,113,8513
4198,299,168,33,265,30,1899
4199,1096,345,44,57,260,8501
4200,884,138,122,258,166,3879
4201,1669,112,386,260,84,1761
4202,344,263,206,343,141,0
4203,1746,0,0,292,569,3848
4204,298,133,0,258,0,9671
4205,392,0,29,304,0,3214
4206,765,136,0,220,417,9312
4207,0,69,0,83,319,3394
4208,0,43,210,179,144,809
4209,0,206,36,89,0,0
4210,0,0,103,204,45,3030
4211,0,117,25,0,154,3686
4212,1236,207,28,204,0,116
4213,0,73,276,93,0,0
4214,2024,155,170,199,127,2907
4215,0,77,0,293,25,0
4216,341,148,231,69,335,0
4217,0,13,145,0,1,12788
4218,1422,176,22,225,88,99
4219,0,172,263,295,129,414
4220,0,305,203,210,338,11899
4221,0,120,263,270,0,5654
4222,507,113,53,139,0,15007
4223,321,60,430,133,0,4823
4224,1382,329,0,172,163,2975
4225,614,339,74,70,251,2101
4226,0,186,234,29,179,0
4227,2539,25,0,209,129,9298
4228,0,163,0,236,0,11530
4229,0,32,149,38,0,0
4230,0,161,144,228,313,1503
4231,0,0,77,48,233,3080
4232,1488,133,0,230,134,0
4233,0,254,173,45,128,0
4234,0,140,0,133,274,0
4235,0,0,153,354,0,4747
4236,0,47,193,30,150,7735
4237,1009,147,15,187,0,0
4238,1153,0,170,198,34,10308
4239,614,0,143,186,120,10819
4240,155,77,55,203,136,11483
4241,0,143,141,153,234,3732
4242,785,333,212,115,132,1683
4243,0,92,147,9,162,0
4244,0,0,173,326,219,5045
4245,782,61,222,0,253,0
4246,1063,265,150,333,305,6205
4247,0,177,172,0,232,1274
4248,1411,261,107,110,247,4154
4249,1023,0,26,129,0,11819
4250,951,237,340,39,292,9258
4251,0,0,0,0,315,12328
4252,1198,87,76,6,36,5254
4253,1945,189,55,75,0,2438
4254,0,194,44,137,120,3231
4255,956,0,0,294,32,11770
4256,2459,31,49,29,22,0
4257,1628,0,240,259,341,0
4258,364,194,0,188,80,4782
4259,843,54,32,349,176,8276
4260,0,102,112,255,87,1930
4261,1240,0,173,128,115,6071
4262,950,84,101,175,110,5511
4263,638,298,60,198,252,4105
4264,0,0,37,102,283,0
4265,59,202,0,58,45,1988
4266,0,11,127,172,73,8862
4267,0,90,377,140,206,6417
4268,2064,0,81,22,0,4468
4269,848,0,0,60,230,6089
4270,1573,63,344,0,368,13704
4271,269,0,0,183,332,3179
4272,0,175,76,130,42,10400
4273,1284,10,90,37,172,0
4274,0,113,0,226,11,7828
4275,282,196,112,0,241,3724
4276,0,13,267,133,140,0
4277,279,0,258,312,249,0
4278,0,50,111,260,185,0
4279,0,80,220,0,299,0
4280,0,207,228,60,126,6218
4281,180,88,0,219,21,2788
4282,2582,199,42,0,153,0
4283,0,195,0,29,201,3808
4284,1005,87,203,179,353,8790
4285,497,0,314,337,61,0
4286,1569,72,34,0,282,0
4287,812,0,0,292,36,7258
4288,950,106,235,0,247,8298
4289,1211,0,83,97,179,0
4290,732,0,140,247,97,7867
4291,609,51,407,259,11,6768
4292,1311,265,0,227,0,0
4293,1715,3,185,0,0,10642
4294,324,206,214,49,85,1978
4295,2000,0,137,0,276,2999
4296,2105,207,0,256,0,14531
4297,16,103,57,0,162,11151
4298,2204,34,75,193,258,11273
4299,410,212,30,381,233,12287
4300,706,134,9,32,130,2076
4301,1169,214,28,137,63,12640
4302,143,230,0,0,0,1551
4303,818,331,40,39,0,11940
4304,0,274,0,88,0,4753
4305,2393,233,0,235,10,4546
4306,1668,122,23,14,0,3368
4307,1329,0,157,75,21,0
4308,1227,228,157,231,38,0
4309,1927,133,243,39,29,0
4310,438,231,326,65,65,877
4311,1100,292,75,189,279,0
4312,0,0,63,0,0,10536
4313,991,55,116,0,115,5042
4314,0,0,33,124,514,6893
4315,0,123,123,137,251,0
4316,1594,53,182,0,154,7849
4317,0,22,107,114,161,12773
4318,961,64,111,170,60,701
4319,880,207,0,0,61,7533
4320,0,237,63,46,0,0
4321,997,228,35,34,0,0
4322,997,211,64,12,171,3160
4323,661,19,70,212,248,0
4324,0,156,292,105,0,0
4325,114,0,366,183,75,15040
4326,1181,391,0,136,0,0
4327,769,0,209,0,65,7899
4328,93,224,132,0,384,0
